container,vessel,shipped_date,week,audited,success
TLLU1215490,MOL PROFICIENCY,01/12/2022 00:00,202248,1,1
TLLU1215801,KALAHARI EXPRESS,08/12/2022 00:00,202249,1,1
TLLU1215864,KALAHARI EXPRESS,08/12/2022 00:00,202249,1,1
TLLU1215993,MAERSK PANGANI,09/02/2023 00:00,202306,1,0
TLLU1216536,MSC SHIRLEY,04/02/2023 00:00,202305,0,
TLLU1217065,SANTA CRUZ,28/12/2022 00:00,202252,0,
TLLU1217759,SANTA CRUZ,28/12/2022 00:00,202252,1,1
TLLU1217872,CMA CGM SAN ANTONIO,18/01/2023 00:00,202303,1,1
TLLU1219160,SANTA CLARA,29/01/2023 00:00,202305,1,1
TLLU1219279,SANTA ISABEL,05/02/2023 00:00,202306,1,1
TLLU1219480,SANTA CLARA,29/01/2023 00:00,202305,1,1
TLLU1220109,SANTA TERESA,12/01/2023 00:00,202302,0,
TLLU1220114,SANTA RITA,25/02/2023 00:00,202308,1,1
TLLU1220222,SANTA CRUZ,28/12/2022 00:00,202252,1,1
TLLU1220346,MAERSK DANUBE,22/02/2023 00:00,202308,1,1
TLLU1220562,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
TLLU1222478,SANTA CRUZ,28/12/2022 00:00,202252,1,1
TLLU1222570,MAERSK PANGANI,04/02/2023 00:00,202305,1,1
TLLU1223366,SANTA ISABEL,05/02/2023 00:00,202306,1,1
TLLU1223520,KALAHARI EXPRESS,08/12/2022 00:00,202249,1,1
TLLU1225820,MEHUIN,19/01/2023 00:00,202303,1,1
TLLU1225862,MOL PRESENCE,21/12/2022 00:00,202251,1,1
TLLU1226658,SANTA ISABEL,05/02/2023 00:00,202306,1,1
TLLU1226724,SANTA TERESA,12/01/2023 00:00,202302,0,
TLLU1226956,MAERSK VALLVIK,13/01/2023 00:00,202302,1,1
TLLU1361848,SANTA CRUZ,04/03/2023 00:00,202309,0,
TLLU7000035,KOTA LEKAS,05/03/2023 00:00,202310,0,
TLLU7003055,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
TLLU7003461,MOL PRESENCE,21/12/2022 00:00,202251,1,1
TLLU7003667,SANTA CLARA,29/01/2023 00:00,202305,1,1
TLLU7005119,SANTA CLARA,29/01/2023 00:00,202305,1,1
TLLU7005952,SANTA RITA,25/02/2023 00:00,202308,1,1
TRIU8010820,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
TRIU8011133,UNKNOWN,30/01/2023 00:00,202305,1,1
TRIU8011576,MSC LILY,24/12/2022 00:00,202251,1,1
TRIU8012762,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
TRIU8013326,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8013774,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8015822,MSC DESIREE,14/11/2022 00:00,202246,1,1
TRIU8016243,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8016428,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
TRIU8016855,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
TRIU8016984,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8017229,MSC ELODIE,13/02/2023 00:00,202307,1,1
TRIU8017234,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8017260,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8017466,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
TRIU8017492,MSC ALINA,04/03/2023 00:00,202309,1,1
TRIU8023880,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8023941,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8024064,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8024573,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8025440,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8025733,SANTA CLARA,29/01/2023 00:00,202305,0,
TRIU8033528,APL CHARLESTON,24/12/2022 00:00,202251,1,1
TRIU8035367,KALAHARI EXPRESS,08/12/2022 00:00,202249,0,
TRIU8037462,SANTA CLARA,29/01/2023 00:00,202305,0,
TRIU8039212,MSC ANCHORAGE,22/01/2023 00:00,202304,1,1
TRIU8040419,MAERSK VALLVIK,13/01/2023 00:00,202302,0,
TRIU8040430,MSC BRANKA,06/12/2022 00:00,202249,1,1
TRIU8040804,MSC LILY,24/12/2022 00:00,202251,1,1
TRIU8041040,MAERSK VALLVIK,13/01/2023 00:00,202302,0,
TRIU8041333,MSC ALINA,04/03/2023 00:00,202309,1,1
TRIU8042303,MSC BRANKA,06/12/2022 00:00,202249,1,1
TRIU8042725,MSC ANCHORAGE,23/01/2023 00:00,202304,0,
TRIU8043568,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8044060,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8044646,MSC CATHERINE VI,13/01/2023 00:00,202302,0,
TRIU8044815,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8044986,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8050802,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8050844,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8050886,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8051075,MSC ELODIE,01/12/2022 00:00,202248,1,1
TRIU8052343,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
TRIU8055229,APL SANTIAGO,24/01/2023 00:00,202304,1,1
TRIU8056138,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8056797,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8057371,MSC ELODIE,01/12/2022 00:00,202248,1,1
TRIU8057936,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8058830,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8059158,MAERSK VALLVIK,13/01/2023 00:00,202302,1,1
TRIU8059179,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
TRIU8059760,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8059899,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8059918,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8060518,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8060626,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8060950,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8063190,KALAHARI EXPRESS,08/12/2022 00:00,202249,1,1
TRIU8063250,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
TRIU8064278,SANTA RITA,14/12/2022 00:00,202250,0,
TRIU8064529,SANTA CRUZ,05/03/2023 00:00,202310,0,
TRIU8065063,MAERSK PANGANI,04/02/2023 00:00,202305,1,1
TRIU8069217,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
TRIU8072761,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
TRIU8073217,SANTA CLARA,19/01/2023 00:00,202303,1,1
TRIU8073290,SANTA ISABEL,05/02/2023 00:00,202306,1,1
TRIU8075061,SANTA TERESA,12/01/2023 00:00,202302,1,1
TRIU8076643,MSC KOREA,16/02/2023 00:00,202307,1,1
TRIU8078456,CMA CGM LEBU,14/01/2023 00:00,202302,1,1
TRIU8079771,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8080176,MSC BRANKA,06/12/2022 00:00,202249,1,1
TRIU8080221,MSC VITA,21/01/2023 00:00,202303,0,
TRIU8080664,MSC ANCHORAGE,23/01/2023 00:00,202304,0,
TRIU8081064,MSC ATHENS,31/01/2023 00:00,202305,0,
TRIU8082034,MSC BRANKA,06/12/2022 00:00,202249,1,1
TRIU8082380,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8082435,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8082775,MSC ADELAIDE,04/01/2023 00:00,202301,0,
TRIU8082899,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
TRIU8083010,MSC ANZU,12/12/2022 00:00,202250,1,1
TRIU8083046,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8083344,MSC CASSANDRE,22/11/2022 00:00,202247,1,1
TRIU8083365,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8083616,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8083679,MSC DAMLA,28/01/2023 00:00,202304,1,1
TRIU8084905,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8085049,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8085218,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8085250,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8085590,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8085645,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8085666,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8085809,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8085856,MSC ANZU,12/12/2022 00:00,202250,0,
TRIU8085901,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8086030,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8087062,MSC CASSANDRE,22/11/2022 00:00,202247,1,1
TRIU8087083,MSC ANZU,12/12/2022 00:00,202250,1,1
TRIU8087102,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8087329,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8087680,MSC ELODIE,07/02/2023 00:00,202306,1,1
TRIU8088747,SANTA ISABEL,05/02/2023 00:00,202306,1,1
TRIU8090277,KALAHARI EXPRESS,08/12/2022 00:00,202249,0,
TRIU8092840,MSC ANUSHA III,05/03/2023 00:00,202310,0,
TRIU8093152,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8093234,MSC ADELAIDE,04/01/2023 00:00,202301,0,
TRIU8093424,KALAHARI EXPRESS,08/12/2022 00:00,202249,0,
TRIU8093698,ONE MUNCHEN,07/02/2023 00:00,202306,1,1
TRIU8095936,MSC VITA,30/12/2022 00:00,202252,0,
TRIU8096043,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8096296,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8096547,MSC LILY,24/12/2022 00:00,202251,1,1
TRIU8096594,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8096871,MSC ANZU,12/12/2022 00:00,202250,0,
TRIU8097250,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
TRIU8098030,MSC ANCHORAGE,22/01/2023 00:00,202304,1,1
TRIU8098365,MSC ALINA,04/03/2023 00:00,202309,1,0
TRIU8098370,MSC DESIREE,14/11/2022 00:00,202246,0,
TRIU8098895,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8099084,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8099124,MSC LILY,24/12/2022 00:00,202251,0,
TRIU8099700,MSC ELODIE,05/02/2023 00:00,202306,1,1
TRIU8099762,MSC ELODIE,01/12/2022 00:00,202248,1,1
TRIU8100586,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
TRIU8100760,NYK FUJI,03/02/2023 00:00,202305,1,1
TRIU8102444,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8102721,MSC CATERINA,04/03/2023 00:00,202309,0,
TRIU8103380,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8103461,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8104220,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8108000,SANTA ISABEL,21/11/2022 00:00,202247,1,1
TRIU8111533,KALAHARI EXPRESS,08/12/2022 00:00,202249,0,
TRIU8113984,MEHUIN,19/01/2023 00:00,202303,0,
TRIU8114701,MSC LILY,24/12/2022 00:00,202251,1,1
TRIU8115122,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8119030,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8123719,CMA CGM ALMAVIVA,11/02/2023 00:00,202306,0,
TRIU8125901,CMA CGM SAN ANTONIO,18/01/2023 00:00,202303,1,1
TRIU8133300,MAERSK AMAZON,18/01/2023 00:00,202303,1,1
TRIU8135221,MSC SHIRLEY,04/02/2023 00:00,202305,0,
TRIU8136254,MARATHOPOLIS,27/01/2023 00:00,202304,1,1
TRIU8139926,MSC ANCHORAGE,22/01/2023 00:00,202304,1,1
TRIU8140228,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8140465,MAERSK DANUBE,22/02/2023 00:00,202308,1,1
TRIU8140629,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8140953,MSC CASSANDRE,22/11/2022 00:00,202247,1,1
TRIU8141034,MSC BRANKA,06/12/2022 00:00,202249,0,
TRIU8142513,SANTA RITA,25/02/2023 00:00,202308,0,
TRIU8143968,SANTA RITA,14/12/2022 00:00,202250,1,1
TRIU8144476,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8144497,MSC CASSANDRE,22/11/2022 00:00,202247,1,1
TRIU8146756,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8146822,MSC ELODIE,07/02/2023 00:00,202306,0,
TRIU8147942,MSC BRANKA,06/12/2022 00:00,202249,1,1
TRIU8147963,MSC ANCHORAGE,22/01/2023 00:00,202304,1,1
TRIU8148208,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8148790,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
TRIU8148825,MSC VERONIQUE,25/02/2023 00:00,202308,1,1
TRIU8150490,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8151074,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8151454,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8152105,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8152492,MSC CATHERINE VI,13/01/2023 00:00,202302,0,
TRIU8152701,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8153360,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
TRIU8153400,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
TRIU8154160,MSC LILY,24/12/2022 00:00,202251,1,1
TRIU8155038,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8155212,MSC BRANKA,06/12/2022 00:00,202249,1,1
TRIU8155357,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8158340,MSC LILY,24/12/2022 00:00,202251,0,
TRIU8158649,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8158799,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8159012,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8159250,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8162314,MAERSK DANUBE,22/02/2023 00:00,202308,1,1
TRIU8166520,MSC VITA,21/01/2023 00:00,202303,0,
TRIU8166665,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8167614,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8167825,MSC ELODIE,19/02/2023 00:00,202308,0,
TRIU8168230,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8168246,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8168502,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8168884,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8169480,MSC ANZU,12/12/2022 00:00,202250,1,1
TRIU8169577,MSC LILY,24/12/2022 00:00,202251,0,
TRIU8170310,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8170963,MSC GIADA III,01/02/2023 00:00,202305,1,1
TRIU8171717,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8171722,MSC LILY,24/12/2022 00:00,202251,1,1
TRIU8171928,MSC ELODIE,03/02/2023 00:00,202305,1,1
TRIU8172225,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
TRIU8174104,MSC ELODIE,01/12/2022 00:00,202248,0,
TRIU8174110,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8174233,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8174980,MSC LILY,24/12/2022 00:00,202251,1,1
TRIU8175060,NORTHERN JUVENILE,17/01/2023 00:00,202303,0,
TRIU8177309,SANTA CRUZ,05/03/2023 00:00,202310,0,
TRIU8178516,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
TRIU8180766,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
TRIU8181567,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8181947,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8182100,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
TRIU8182460,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
TRIU8183600,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8183699,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8183791,MSC ELODIE,01/12/2022 00:00,202248,0,
TRIU8184205,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8184951,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8185325,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8190635,MSC ELODIE,01/12/2022 00:00,202248,0,
TRIU8190872,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8197141,NYK FUJI,14/02/2023 00:00,202307,1,1
TRIU8210330,MSC ANCHORAGE,22/01/2023 00:00,202304,1,1
TRIU8210449,MSC VITA,21/01/2023 00:00,202303,0,
TRIU8211050,MSC LILY,24/12/2022 00:00,202251,1,1
TRIU8211147,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8211260,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
TRIU8212117,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8212879,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8213725,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
TRIU8214188,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8214320,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8215137,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
TRIU8215219,MSC ANCHORAGE,22/01/2023 00:00,202304,1,1
TRIU8215461,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8216278,MSC BRANKA,06/12/2022 00:00,202249,1,1
TRIU8216730,MSC VITA,21/01/2023 00:00,202303,0,
TRIU8217438,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8218136,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8218460,MSC VITA,21/01/2023 00:00,202303,0,
TRIU8219214,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8219256,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8220555,SANTA RITA,25/02/2023 00:00,202308,1,1
TRIU8221417,MSC CASSANDRE,22/11/2022 00:00,202247,1,1
TRIU8222542,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8224340,MSC ANZU,12/12/2022 00:00,202250,1,1
TRIU8224458,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8224951,MAERSK VILNIUS,26/02/2023 00:00,202309,1,1
TRIU8226532,MSC LILY,24/12/2022 00:00,202251,1,1
TRIU8226677,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
TRIU8226912,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8227020,MSC LILY,24/12/2022 00:00,202251,1,1
TRIU8227082,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8227694,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8228324,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8228330,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8228432,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8229022,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8229320,MSC ELODIE,01/12/2022 00:00,202248,1,1
TRIU8229660,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8237460,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8244500,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8245609,MSC ELODIE,02/02/2023 00:00,202305,1,1
TRIU8246117,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8246740,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8248589,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8262761,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8262817,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8262859,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8263053,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8263393,MSC ANCHORAGE,22/01/2023 00:00,202304,1,1
TRIU8263639,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8264825,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8267090,MSC LEANDRA,05/03/2023 00:00,202310,1,1
TRIU8267830,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8268570,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8268625,MSC BRANKA,06/12/2022 00:00,202249,0,
TRIU8269088,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8269600,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8270540,MSC ELODIE,04/02/2023 00:00,202305,1,1
TRIU8271450,MSC CATHERINE VI,13/01/2023 00:00,202302,0,
TRIU8273540,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8273766,MAERSK VALLVIK,13/01/2023 00:00,202302,1,1
TRIU8274675,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
TRIU8274844,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8274850,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8275012,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8298954,MSC LILY,24/12/2022 00:00,202251,1,1
TRIU8320873,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8330085,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8331409,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8335385,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8341541,MSC ANZU,12/12/2022 00:00,202250,0,
TRIU8350800,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8354127,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8367058,MSC VITA,21/01/2023 00:00,202303,0,
TRIU8368809,MAERSK VILNIUS,26/02/2023 00:00,202309,1,1
TRIU8370703,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8371058,MSC BRANKA,06/12/2022 00:00,202249,1,1
TRIU8371510,MSC ANCHORAGE,22/01/2023 00:00,202304,1,1
TRIU8373317,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
TRIU8374740,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8374890,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8375114,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8379927,NELE MAERSK,30/01/2023 00:00,202305,1,1
TRIU8381729,MSC ANZU,12/12/2022 00:00,202250,1,1
TRIU8384013,MAERSK VISBY,16/01/2023 00:00,202303,1,1
TRIU8384055,MSC SARYA III,21/01/2023 00:00,202303,1,1
TRIU8384707,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8384775,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8386320,MSC BRANKA,06/12/2022 00:00,202249,1,1
TRIU8386720,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8386778,MSC ELODIE,01/12/2022 00:00,202248,1,1
TRIU8389458,MSC VITA,21/01/2023 00:00,202303,0,
TRIU8390443,MSC ANZU,12/12/2022 00:00,202250,1,1
TRIU8390510,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
TRIU8391060,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8392071,MSC ALINA,05/03/2023 00:00,202310,0,
TRIU8392209,MSC ELODIE,03/02/2023 00:00,202305,0,
TRIU8392718,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
TRIU8392739,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8392852,MSC BRANKA,06/12/2022 00:00,202249,0,
TRIU8392960,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8393062,MSC SHIRLEY,04/02/2023 00:00,202305,0,
TRIU8393421,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8393611,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
TRIU8393740,MSC LILY,24/12/2022 00:00,202251,1,1
TRIU8394074,MSC LILY,24/12/2022 00:00,202251,1,1
TRIU8394161,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8395023,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8395086,MSC BEIJING,15/01/2023 00:00,202303,1,1
TRIU8422200,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8422520,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8428528,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8428929,MSC ELODIE,10/02/2023 00:00,202306,1,1
TRIU8428940,MSC ANZU,12/12/2022 00:00,202250,1,1
TRIU8430778,MSC ELODIE,01/12/2022 00:00,202248,1,1
TRIU8431748,MSC BRANKA,06/12/2022 00:00,202249,0,
TRIU8433329,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8436610,MSC ANZU,12/12/2022 00:00,202250,0,
TRIU8438568,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8440708,MEHUIN,19/01/2023 00:00,202303,0,
TRIU8442146,MSC ACAPULCO,04/03/2023 00:00,202309,1,1
TRIU8442547,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8443271,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
TRIU8443517,MSC GIADA III,01/02/2023 00:00,202305,1,1
TRIU8443707,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
TRIU8443899,MSC LILY,24/12/2022 00:00,202251,0,
TRIU8444025,MSC ELODIE,05/02/2023 00:00,202306,1,1
TRIU8444236,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8444513,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8444576,MSC ELODIE,10/02/2023 00:00,202306,1,1
TRIU8445058,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8445253,MSC CATERINA,04/03/2023 00:00,202309,0,
TRIU8445340,MAERSK VILNIUS,26/02/2023 00:00,202309,1,1
TRIU8446455,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
TRIU8446497,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8490062,MSC KOREA,08/12/2022 00:00,202249,1,1
TRIU8491201,MSC ELODIE,01/12/2022 00:00,202248,1,1
TRIU8492281,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8492804,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8493159,MSC ELODIE,30/01/2023 00:00,202305,1,1
TRIU8493694,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8494010,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8494140,MSC ELODIE,08/02/2023 00:00,202306,1,1
TRIU8494448,MSC CASSANDRE,22/11/2022 00:00,202247,1,1
TRIU8495172,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8495280,MSC ELODIE,10/02/2023 00:00,202306,1,1
TRIU8495892,MSC ATHENS,31/01/2023 00:00,202305,1,1
TRIU8496327,MSC VITA,21/01/2023 00:00,202303,1,1
TRIU8496477,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8496564,MSC ELODIE,19/02/2023 00:00,202308,1,1
TRIU8496610,MSC ALINA,05/03/2023 00:00,202310,1,1
TRIU8496918,MSC CATERINA,04/03/2023 00:00,202309,1,1
TRIU8497663,MSC VITA,21/01/2023 00:00,202303,1,1
