container,vessel,shipped_date,week,audited,success
,AIRLINES,24/11/2022 00:00,202247,0,
,BEAR MOUNTAIN BRIDGE,15/12/2022 00:00,202250,0,
,COLD STREAM,30/11/2022 00:00,202248,0,
,UNKNOWN,05/01/2023 00:00,202301,0,
-,UNKNOWN,30/12/2022 00:00,202252,0,
.,AIRLINES,16/11/2022 00:00,202246,1,1
.,COLD STREAM,30/11/2022 00:00,202248,1,1
.,UNKNOWN,18/12/2022 00:00,202251,1,1
020-4815032,UNKNOWN,31/01/2023 00:00,202305,0,
02028456341,UNKNOWN,28/02/2023 00:00,202309,0,
0243000118,BALTIC LORD,25/01/2023 00:00,202304,0,
0243000318,BALTIC SUMMER,14/02/2023 00:00,202307,0,
1176-571099,AIRLINES,28/01/2023 00:00,202304,0,
125-5253378,AIRLINES,26/01/2023 00:00,202304,0,
125-5253779,AIRLINES,14/02/2023 00:00,202307,0,
157-7037 03,AIRLINES,17/12/2022 00:00,202250,0,
157-7070508,AIRLINES,21/02/2023 00:00,202308,0,
157-7261774,AIRLINES,04/02/2023 00:00,202305,0,
157-7323397,AIRLINES,08/01/2023 00:00,202302,0,
157-7324030,AIRLINES,29/12/2022 00:00,202252,0,
157-7612230,AIRLINES,31/01/2023 00:00,202305,0,
157-7700618,AIRLINES,24/02/2023 00:00,202308,0,
157-7700623,AIRLINES,21/02/2023 00:00,202308,0,
157-7735942,AIRLINES,01/01/2023 00:00,202301,0,
157-7736053,AIRLINES,06/01/2023 00:00,202301,0,
157-7736231,AIRLINES,16/02/2023 00:00,202307,0,
157-7742805,AIRLINES,06/02/2023 00:00,202306,0,
157-7742847,AIRLINES,18/01/2023 00:00,202303,0,
157-7773394,AIRLINES,18/02/2023 00:00,202307,0,
157-7773967,AIRLINES,10/12/2022 00:00,202249,0,
157-7773984,AIRLINES,11/01/2023 00:00,202302,0,
157-8043447,AIRLINES,30/12/2022 00:00,202252,0,
157-8047162,AIRLINES,22/02/2023 00:00,202308,0,
157-8393892,AIRLINES,22/02/2023 00:00,202308,0,
157-8578871,AIRLINES,01/02/2023 00:00,202305,0,
157-8578872,AIRLINES,02/02/2023 00:00,202305,0,
157-8578878,AIRLINES,06/01/2023 00:00,202301,0,
157-8578884,AIRLINES,07/01/2023 00:00,202301,0,
157-8578897,AIRLINES,11/01/2023 00:00,202302,0,
157-8578906,AIRLINES,03/02/2023 00:00,202305,0,
157-8578908,AIRLINES,16/12/2022 00:00,202250,0,
157-8578942,AIRLINES,12/01/2023 00:00,202302,0,
157-8578952,AIRLINES,13/01/2023 00:00,202302,0,
157-8723641,AIRLINES,05/01/2023 00:00,202301,0,
157-8723730,AIRLINES,03/02/2023 00:00,202305,0,
157-8723731,AIRLINES,13/02/2023 00:00,202307,0,
157-8723736,AIRLINES,05/02/2023 00:00,202306,0,
157-8723737,AIRLINES,08/02/2023 00:00,202306,0,
157-8723740,AIRLINES,09/02/2023 00:00,202306,0,
157-8723741,AIRLINES,10/02/2023 00:00,202306,0,
157-8723742,AIRLINES,11/02/2023 00:00,202306,0,
157-8723865,AIRLINES,13/01/2023 00:00,202302,0,
157-8749428,AIRLINES,16/02/2023 00:00,202307,0,
157-8749429,AIRLINES,17/02/2023 00:00,202307,0,
157-8749430,AIRLINES,18/02/2023 00:00,202307,0,
157-8749432,AIRLINES,19/02/2023 00:00,202308,0,
157-8749433,AIRLINES,29/01/2023 00:00,202305,0,
157-8749446,AIRLINES,03/02/2023 00:00,202305,0,
157-8749472,AIRLINES,13/01/2023 00:00,202302,0,
157-8749473,AIRLINES,13/01/2023 00:00,202302,0,
157-8749501,AIRLINES,19/02/2023 00:00,202308,0,
157-8749655,AIRLINES,23/02/2023 00:00,202308,0,
157-8749657,AIRLINES,24/02/2023 00:00,202308,0,
157-8749851,AIRLINES,14/01/2023 00:00,202302,0,
157-8749990,AIRLINES,14/02/2023 00:00,202307,0,
157-8749994,AIRLINES,16/02/2023 00:00,202307,0,
157-8750323,AIRLINES,24/02/2023 00:00,202308,0,
15761233911,UNKNOWN,02/02/2023 00:00,202305,0,
15761233970,UNKNOWN,02/02/2023 00:00,202305,0,
15761234095,UNKNOWN,16/02/2023 00:00,202307,0,
15761234143,UNKNOWN,14/02/2023 00:00,202307,0,
15761234482,UNKNOWN,03/03/2023 00:00,202309,0,
15761234493,UNKNOWN,28/02/2023 00:00,202309,0,
15761234504,UNKNOWN,28/02/2023 00:00,202309,0,
15761234515,UNKNOWN,03/03/2023 00:00,202309,0,
15761234530,UNKNOWN,16/02/2023 00:00,202307,0,
15761234541,UNKNOWN,16/02/2023 00:00,202307,0,
15761234552,UNKNOWN,16/02/2023 00:00,202307,0,
15761234611,UNKNOWN,28/02/2023 00:00,202309,0,
15777010566,UNKNOWN,03/03/2023 00:00,202309,0,
15777013296,UNKNOWN,25/01/2023 00:00,202304,0,
15780438234,UNKNOWN,06/02/2023 00:00,202306,0,
15787233985,UNKNOWN,12/01/2023 00:00,202302,0,
15787494525,UNKNOWN,07/01/2023 00:00,202301,0,
15787495520,UNKNOWN,03/03/2023 00:00,202309,0,
15787496636,UNKNOWN,06/02/2023 00:00,202306,0,
15787496640,UNKNOWN,02/02/2023 00:00,202305,0,
15787496695,UNKNOWN,30/01/2023 00:00,202305,0,
15787496824,UNKNOWN,31/12/2022 00:00,202252,0,
15787496835,UNKNOWN,31/12/2022 00:00,202252,0,
15787496964,UNKNOWN,02/02/2023 00:00,202305,0,
176-5064324,AIRLINES,28/11/2022 00:00,202248,0,
176-5075268,AIRLINES,04/12/2022 00:00,202249,0,
176-5707436,AIRLINES,01/12/2022 00:00,202248,0,
176-5707944,AIRLINES,17/01/2023 00:00,202303,0,
176-5708072,AIRLINES,06/12/2022 00:00,202249,0,
176-5708497,AIRLINES,08/12/2022 00:00,202249,0,
176-5708503,AIRLINES,11/01/2023 00:00,202302,0,
176-5708505,AIRLINES,10/12/2022 00:00,202249,0,
176-5708506,AIRLINES,06/01/2023 00:00,202301,0,
176-5708528,AIRLINES,14/12/2022 00:00,202250,0,
176-5708529,AIRLINES,13/01/2023 00:00,202302,0,
176-5708530,AIRLINES,14/01/2023 00:00,202302,0,
176-5708531,AIRLINES,31/12/2022 00:00,202252,0,
176-5708578,AIRLINES,18/12/2022 00:00,202251,0,
176-5709020,AIRLINES,23/12/2022 00:00,202251,0,
176-5709024,AIRLINES,20/12/2022 00:00,202251,0,
176-5710 04,AIRLINES,25/02/2023 00:00,202308,0,
176-5710028,AIRLINES,10/02/2023 00:00,202306,0,
176-5710036,AIRLINES,18/02/2023 00:00,202307,0,
176-5710038,AIRLINES,19/02/2023 00:00,202308,0,
176-5710153,AIRLINES,10/02/2023 00:00,202306,0,
176-5710154,AIRLINES,22/02/2023 00:00,202308,0,
176-5710216,AIRLINES,30/01/2023 00:00,202305,0,
176-5710227,AIRLINES,12/01/2023 00:00,202302,0,
176-5710284,AIRLINES,09/01/2023 00:00,202302,0,
176-5710344,AIRLINES,01/02/2023 00:00,202305,0,
176-5710345,AIRLINES,02/02/2023 00:00,202305,0,
176-5710346,AIRLINES,18/01/2023 00:00,202303,0,
176-5710348,AIRLINES,02/02/2023 00:00,202305,0,
176-5710349,AIRLINES,03/02/2023 00:00,202305,0,
176-5710352,AIRLINES,17/01/2023 00:00,202303,0,
176-5710886,AIRLINES,18/01/2023 00:00,202303,0,
176-5710890,AIRLINES,04/02/2023 00:00,202305,0,
176-5710892,AIRLINES,05/02/2023 00:00,202306,0,
176-5710898,AIRLINES,08/02/2023 00:00,202306,0,
176-5710899,AIRLINES,09/02/2023 00:00,202306,0,
176-5710900,AIRLINES,09/02/2023 00:00,202306,0,
176-5710901,AIRLINES,10/02/2023 00:00,202306,0,
176-5710902,AIRLINES,10/02/2023 00:00,202306,0,
176-5710903,AIRLINES,11/02/2023 00:00,202306,0,
176-5710953,AIRLINES,23/01/2023 00:00,202304,0,
176-5710954,AIRLINES,22/01/2023 00:00,202304,0,
176-5710999,AIRLINES,27/01/2023 00:00,202304,0,
176-5711261,AIRLINES,26/01/2023 00:00,202304,0,
176-5711264,AIRLINES,16/02/2023 00:00,202307,0,
176-5711265,AIRLINES,17/02/2023 00:00,202307,0,
176-5711266,AIRLINES,18/02/2023 00:00,202307,0,
176-5711267,AIRLINES,19/02/2023 00:00,202308,0,
176-5711314,AIRLINES,31/01/2023 00:00,202305,0,
176-5711315,AIRLINES,01/02/2023 00:00,202305,0,
176-5711318,AIRLINES,05/02/2023 00:00,202306,0,
176-5711817,AIRLINES,12/02/2023 00:00,202307,0,
176-5711819,AIRLINES,08/02/2023 00:00,202306,0,
176-5711836,AIRLINES,16/02/2023 00:00,202307,0,
176-5711843,AIRLINES,16/02/2023 00:00,202307,0,
176-5711858,AIRLINES,12/02/2023 00:00,202307,0,
176-5711859,AIRLINES,11/02/2023 00:00,202306,0,
176-5711882,AIRLINES,13/02/2023 00:00,202307,0,
176-5711891,AIRLINES,11/02/2023 00:00,202306,0,
176-5711892,AIRLINES,11/02/2023 00:00,202306,0,
176-5711894,AIRLINES,12/02/2023 00:00,202307,0,
176-5942582,AIRLINES,15/02/2023 00:00,202307,0,
176-5942612,AIRLINES,19/02/2023 00:00,202308,0,
176-5942651,AIRLINES,20/02/2023 00:00,202308,0,
176-5942672,AIRLINES,22/02/2023 00:00,202308,0,
176-5942673,AIRLINES,22/02/2023 00:00,202308,0,
176-5942674,AIRLINES,23/02/2023 00:00,202308,0,
176-5942675,AIRLINES,25/02/2023 00:00,202308,0,
176-5942678,AIRLINES,26/02/2023 00:00,202309,0,
176-5943145,AIRLINES,22/02/2023 00:00,202308,0,
176-5943161,AIRLINES,26/02/2023 00:00,202309,0,
176-5943164,AIRLINES,01/03/2023 00:00,202309,0,
176-5943880,UNKNOWN,24/02/2023 00:00,202308,0,
17650733034,AIRLINES,17/11/2022 00:00,202246,0,
17650743081,UNKNOWN,11/01/2023 00:00,202302,0,
17650743125,UNKNOWN,14/01/2023 00:00,202302,0,
17650758046,UNKNOWN,13/01/2023 00:00,202302,0,
17650758061,UNKNOWN,12/12/2022 00:00,202250,0,
17657079315,UNKNOWN,12/01/2023 00:00,202302,0,
17657079326,UNKNOWN,12/01/2023 00:00,202302,0,
17657079374,UNKNOWN,15/01/2023 00:00,202303,0,
17657079385,UNKNOWN,16/01/2023 00:00,202303,0,
17657082502,UNKNOWN,13/01/2023 00:00,202302,0,
17657116065,UNKNOWN,02/02/2023 00:00,202305,0,
17657116091,UNKNOWN,02/02/2023 00:00,202305,0,
17657116430,UNKNOWN,10/02/2023 00:00,202306,0,
17657116441,UNKNOWN,16/02/2023 00:00,202307,0,
17657116452,UNKNOWN,10/02/2023 00:00,202306,0,
17657116496,UNKNOWN,10/02/2023 00:00,202306,0,
17657116500,UNKNOWN,10/02/2023 00:00,202306,0,
17657116522,UNKNOWN,15/02/2023 00:00,202307,0,
17657116555,UNKNOWN,16/02/2023 00:00,202307,0,
17657116861,UNKNOWN,16/02/2023 00:00,202307,0,
179-5710891,AIRLINES,04/02/2023 00:00,202305,0,
179-5710897,AIRLINES,08/02/2023 00:00,202306,0,
179-5711333,AIRLINES,08/02/2023 00:00,202306,0,
235-1364 10,UNKNOWN,05/12/2022 00:00,202249,0,
23500068983,UNKNOWN,26/01/2023 00:00,202304,0,
23500069064,UNKNOWN,09/02/2023 00:00,202306,0,
23500069086,UNKNOWN,03/02/2023 00:00,202305,0,
23500070685,UNKNOWN,23/01/2023 00:00,202304,0,
23500071536,UNKNOWN,04/01/2023 00:00,202301,0,
23500071746,UNKNOWN,13/01/2023 00:00,202302,0,
23500071805,UNKNOWN,18/01/2023 00:00,202303,0,
23500071982,UNKNOWN,12/01/2023 00:00,202302,0,
23500072122,UNKNOWN,13/01/2023 00:00,202302,0,
23506571902,UNKNOWN,03/03/2023 00:00,202309,0,
23506571913,UNKNOWN,28/02/2023 00:00,202309,0,
23509463683,UNKNOWN,03/02/2023 00:00,202305,0,
23509463720,UNKNOWN,06/02/2023 00:00,202306,0,
23526653034,UNKNOWN,12/01/2023 00:00,202302,0,
23579610193,UNKNOWN,14/02/2023 00:00,202307,0,
23579610226,UNKNOWN,16/02/2023 00:00,202307,0,
23583888092,UNKNOWN,13/01/2023 00:00,202302,0,
23583888114,UNKNOWN,12/01/2023 00:00,202302,0,
23794642,BALTIC SUMMER,14/02/2023 00:00,202307,0,
618-2580585,AIRLINES,19/12/2022 00:00,202251,0,
618-2580587,AIRLINES,21/02/2023 00:00,202308,0,
618-2888723,AIRLINES,15/01/2023 00:00,202303,0,
618-2888724,AIRLINES,07/01/2023 00:00,202301,0,
618-2888728,AIRLINES,20/02/2023 00:00,202308,0,
618-2888738,AIRLINES,09/02/2023 00:00,202306,0,
618-6009131,AIRLINES,01/03/2023 00:00,202309,0,
61825809512,AIRLINES,18/02/2023 00:00,202307,0,
61825809523,AIRLINES,19/02/2023 00:00,202308,0,
61825809604,AIRLINES,26/02/2023 00:00,202309,0,
6783004686,BALTIC LORD,25/01/2023 00:00,202304,0,
925-0063937,UNKNOWN,01/02/2023 00:00,202305,0,
925-0064865,UNKNOWN,22/02/2023 00:00,202308,0,
92500647113,AIRLINES,15/02/2023 00:00,202307,0,
AIR,UNKNOWN,29/12/2022 00:00,202252,0,
AMCU9270910,CMA CGM JAMAICA,02/03/2023 00:00,202309,0,
AMCU9285490,MAERSK PANGANI,04/02/2023 00:00,202305,1,1
APRU5796073,MAERSK CHENNAI,12/02/2023 00:00,202307,1,1
APRU5833855,CMA CGM JAMAICA,02/03/2023 00:00,202309,1,1
APRU6105411,CMA CGM JAMAICA,02/03/2023 00:00,202309,1,1
APRU6107230,CMA CGM JAMAICA,02/03/2023 00:00,202309,1,1
APRU6132042,CMA CGM QUELIMANE,23/02/2023 00:00,202308,0,
AW157-72614,AIRLINES,14/12/2022 00:00,202250,0,
AWB12593280,AIRLINES,18/12/2022 00:00,202251,0,
AWB157-7701,AIRLINES,25/01/2023 00:00,202304,0,
AWB157-8749,UNKNOWN,09/02/2023 00:00,202306,0,
AWB157-8750,UNKNOWN,11/02/2023 00:00,202306,0,
AWB15755979,UNKNOWN,19/02/2023 00:00,202308,0,
AWB15761214,UNKNOWN,27/02/2023 00:00,202309,0,
AWB15761236,UNKNOWN,19/02/2023 00:00,202308,0,
AWB15777738,UNKNOWN,15/01/2023 00:00,202303,0,
AWB15779357,UNKNOWN,16/01/2023 00:00,202303,0,
AWB15779358,UNKNOWN,13/01/2023 00:00,202302,0,
AWB15780437,UNKNOWN,15/01/2023 00:00,202303,0,
AWB15783937,UNKNOWN,02/02/2023 00:00,202305,0,
AWB15787494,AIRLINES,04/02/2023 00:00,202305,0,
AWB176-5711,AIRLINES,01/03/2023 00:00,202309,0,
AWB17650732,UNKNOWN,31/01/2023 00:00,202305,0,
AWB17650744,UNKNOWN,21/02/2023 00:00,202308,0,
AWB17650754,AIRLINES,17/01/2023 00:00,202303,0,
AWB17650760,AIRLINES,26/11/2022 00:00,202247,0,
AWB17657075,UNKNOWN,20/01/2023 00:00,202303,0,
AWB17657079,UNKNOWN,24/01/2023 00:00,202304,0,
AWB17657113,UNKNOWN,30/01/2023 00:00,202305,0,
AWB17659131,UNKNOWN,20/02/2023 00:00,202308,0,
AWB17659426,UNKNOWN,17/02/2023 00:00,202307,0,
AWB23500068,UNKNOWN,09/02/2023 00:00,202306,0,
AWB23500069,UNKNOWN,30/01/2023 00:00,202305,0,
AWB23500071,UNKNOWN,13/01/2023 00:00,202302,0,
AWB23500072,UNKNOWN,05/01/2023 00:00,202301,0,
AWB23506588,UNKNOWN,28/02/2023 00:00,202309,0,
AWB23509193,UNKNOWN,05/01/2023 00:00,202301,0,
AWB23509463,UNKNOWN,15/01/2023 00:00,202303,0,
AWB23509617,UNKNOWN,08/02/2023 00:00,202306,0,
AWB23521952,UNKNOWN,11/02/2023 00:00,202306,0,
AWB23524796,UNKNOWN,22/02/2023 00:00,202308,0,
AWB23569613,UNKNOWN,22/02/2023 00:00,202308,0,
AWB23569614,UNKNOWN,21/02/2023 00:00,202308,0,
AWB23575147,UNKNOWN,15/01/2023 00:00,202303,0,
AWB23579606,UNKNOWN,07/02/2023 00:00,202306,0,
AWB23922690,AIRLINES,27/02/2023 00:00,202309,0,
AWB618-6085,AIRLINES,01/02/2023 00:00,202305,0,
AWB61825805,UNKNOWN,16/01/2023 00:00,202303,0,
AWB61825809,UNKNOWN,15/01/2023 00:00,202303,0,
AWB61860091,AIRLINES,17/02/2023 00:00,202307,0,
AWB61860091,UNKNOWN,19/02/2023 00:00,202308,0,
AWB61861654,AIRLINES,24/02/2023 00:00,202308,0,
AWB61861654,UNKNOWN,27/02/2023 00:00,202309,0,
AXIU6095993,MSC VITA,21/01/2023 00:00,202303,1,1
AXIU6103018,MSC ANZU,12/12/2022 00:00,202250,1,1
AXIU6111585,MEHUIN,19/01/2023 00:00,202303,1,1
AXIU6143514,APL CHARLESTON,24/12/2022 00:00,202251,1,1
AXIU6143941,SANTA RITA,25/02/2023 00:00,202308,1,1
BCHU4966870,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
BEAU9700830,CMA CGM LEBU,09/01/2023 00:00,202302,1,1
BMOU9003110,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9003229,MAERSK VILNIUS,26/02/2023 00:00,202309,1,1
BMOU9003445,MSC ELODIE,19/02/2023 00:00,202308,1,1
BMOU9003912,MSC ELODIE,19/02/2023 00:00,202308,1,1
BMOU9004014,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
BMOU9004230,MSC CATERINA,04/03/2023 00:00,202309,1,1
BMOU9004478,MSC ANZU,12/12/2022 00:00,202250,0,
BMOU9004570,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9004652,MSC ATHENS,31/01/2023 00:00,202305,1,1
BMOU9005242,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
BMOU9005303,MSC CATERINA,04/03/2023 00:00,202309,1,1
BMOU9007590,MSC ELODIE,19/02/2023 00:00,202308,1,1
BMOU9008128,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9008262,MSC CATERINA,04/03/2023 00:00,202309,1,1
BMOU9008405,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9009886,MSC ANCHORAGE,22/01/2023 00:00,202304,1,1
BMOU9010296,MSC ADELAIDE,04/01/2023 00:00,202301,0,
BMOU9010418,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9012576,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9012581,MSC ELODIE,30/01/2023 00:00,202305,1,1
BMOU9013567,MSC ELODIE,19/02/2023 00:00,202308,1,1
BMOU9013736,MSC SHIRLEY,04/02/2023 00:00,202305,1,1
BMOU9013870,MSC ALINA,05/03/2023 00:00,202310,1,1
BMOU9014460,MSC CATERINA,04/03/2023 00:00,202309,1,1
BMOU9015148,MSC ATHENS,31/01/2023 00:00,202305,1,1
BMOU9015847,MSC ALINA,05/03/2023 00:00,202310,1,1
BMOU9016885,MSC ELODIE,01/12/2022 00:00,202248,1,1
BMOU9016946,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9200059,SANTA CLARA,29/01/2023 00:00,202305,1,1
BMOU9205106,SANTA CRUZ,05/03/2023 00:00,202310,0,
BMOU9206801,APL SANTIAGO,24/01/2023 00:00,202304,0,
BMOU9207639,KALAHARI EXPRESS,12/02/2023 00:00,202307,0,
BMOU9211460,SANTA RITA,25/02/2023 00:00,202308,1,1
BMOU9212002,SANTA CRUZ,28/12/2022 00:00,202252,1,1
BMOU9214474,SANTA RITA,25/02/2023 00:00,202308,0,
BMOU9215969,SANTA TERESA,12/01/2023 00:00,202302,0,
BMOU9216116,SANTA CLARA,29/01/2023 00:00,202305,0,
BMOU9216440,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
BMOU9218398,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9218891,SANTA CRUZ,28/12/2022 00:00,202252,1,1
BMOU9227907,MSC ACAPULCO,24/12/2022 00:00,202251,1,1
BMOU9228890,COSCO WELLINGTON,23/02/2023 00:00,202308,0,
BMOU9229242,EVER DEVOTE,06/12/2022 00:00,202249,1,1
BMOU9230011,COSCO WELLINGTON,23/02/2023 00:00,202308,0,
BMOU9231717,SEASPAN KYOTO,04/02/2023 00:00,202305,0,
BMOU9246656,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
BMOU9248094,SANTA ISABEL,05/02/2023 00:00,202306,0,
BMOU9249130,SANTA CRUZ,28/12/2022 00:00,202252,1,1
BMOU9249418,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9252941,SANTA CRUZ,05/03/2023 00:00,202310,0,
BMOU9255302,MOL PRESENCE,21/12/2022 00:00,202251,0,
BMOU9255513,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,1,1
BMOU9267073,SANTA CLARA,29/01/2023 00:00,202305,1,1
BMOU9267319,SANTA CLARA,29/01/2023 00:00,202305,0,
BMOU9270122,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
BMOU9271242,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
BMOU9274880,COSCO IZMIR,31/01/2023 00:00,202305,0,
BMOU9275079,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
BMOU9275124,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9275464,MSC LILY,24/12/2022 00:00,202251,0,
BMOU9276671,MSC JASPER VIII,06/12/2022 00:00,202249,0,
BMOU9277560,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9278062,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9279808,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
BMOU9280310,MSC LILY,24/12/2022 00:00,202251,1,1
BMOU9280497,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
BMOU9280516,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9280901,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
BMOU9281050,MAERSK VISBY,16/01/2023 00:00,202303,1,1
BMOU9281723,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9282653,MSC VITA,21/01/2023 00:00,202303,0,
BMOU9282735,MAERSK VALLVIK,13/01/2023 00:00,202302,0,
BMOU9282870,MSC VITA,21/01/2023 00:00,202303,0,
BMOU9284255,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9284390,MSC CATERINA,04/03/2023 00:00,202309,1,1
BMOU9284635,MSC BRANKA,06/12/2022 00:00,202249,1,1
BMOU9284790,MSC VITA,21/01/2023 00:00,202303,0,
BMOU9286073,MSC CATERINA,04/03/2023 00:00,202309,1,1
BMOU9286200,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9286258,MSC ANZU,11/12/2022 00:00,202250,0,
BMOU9287249,MSC ELODIE,19/02/2023 00:00,202308,1,1
BMOU9287510,MSC KOREA,08/12/2022 00:00,202249,1,1
BMOU9287568,MSC CATERINA,04/03/2023 00:00,202309,1,1
BMOU9287629,MSC LILY,24/12/2022 00:00,202251,0,
BMOU9288184,MSC LILY,24/12/2022 00:00,202251,0,
BMOU9289128,MSC SHIRLEY,04/02/2023 00:00,202305,1,1
BMOU9289215,MSC ACAPULCO,24/12/2022 00:00,202251,0,
BMOU9289344,MSC KOREA,19/02/2023 00:00,202308,1,1
BMOU9289468,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
BMOU9290221,MSC CASSANDRE,22/11/2022 00:00,202247,1,1
BMOU9291629,MSC ANCHORAGE,23/01/2023 00:00,202304,0,
BMOU9292543,MSC CATERINA,04/03/2023 00:00,202309,1,1
BMOU9292570,MSC ALINA,05/03/2023 00:00,202310,0,
BMOU9297925,BALTIC SUMMER,14/02/2023 00:00,202307,1,1
BMOU9301650,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,1,1
BMOU9301814,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9302810,SANTA RITA,14/12/2022 00:00,202250,1,1
BMOU9302960,SANTA CRUZ,05/03/2023 00:00,202310,1,1
BMOU9309625,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,1,1
BMOU9312608,SANTA TERESA,12/01/2023 00:00,202302,1,1
BMOU9312721,MEHUIN,19/01/2023 00:00,202303,0,
BMOU9314257,SANTA CRUZ,05/03/2023 00:00,202310,0,
BMOU9314766,ALEXANDRIA BRIDGE,27/02/2023 00:00,202309,1,1
BMOU9315274,SANTA RITA,25/02/2023 00:00,202308,1,1
BMOU9316516,SANTA CLARA,29/01/2023 00:00,202305,0,
BMOU9316706,SANTA RITA,25/02/2023 00:00,202308,1,1
BMOU9316898,SANTA RITA,14/12/2022 00:00,202250,1,0
BMOU9318376,MOL PROFICIENCY,01/12/2022 00:00,202248,1,1
BMOU9339126,BALTIC SUMMER,14/02/2023 00:00,202307,1,1
BMOU9404432,SANTA CLARA,29/01/2023 00:00,202305,1,1
BMOU9511338,SEASPAN LAHORE,22/01/2023 00:00,202304,1,1
BMOU9604195,MSC ATHENS,31/01/2023 00:00,202305,1,1
BMOU9607194,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
BMOU9608293,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9608499,MSC CASSANDRE,22/11/2022 00:00,202247,1,1
BMOU9611595,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9612591,MSC ELODIE,08/02/2023 00:00,202306,1,1
BMOU9612821,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
BMOU9631138,MSC ANZU,12/12/2022 00:00,202250,1,1
BMOU9632330,MSC ATHENS,31/01/2023 00:00,202305,1,1
BMOU9632514,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9632812,MSC CATHERINE VI,13/01/2023 00:00,202302,0,
BMOU9633402,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9634395,MSC ATHENS,31/01/2023 00:00,202305,1,1
BMOU9634543,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
BMOU9634570,MSC VITA,21/01/2023 00:00,202303,0,
BMOU9635215,MSC CASSANDRE,22/11/2022 00:00,202247,1,1
BMOU9635642,MSC ANZU,12/12/2022 00:00,202250,1,1
BMOU9636865,MSC ATHENS,31/01/2023 00:00,202305,1,1
BMOU9637250,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
BMOU9638317,MSC LILY,24/12/2022 00:00,202251,1,1
BMOU9638615,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9638997,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
BMOU9639400,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
BMOU9640459,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
BMOU9643674,CMA CGM JAMAICA,24/12/2022 00:00,202251,0,
BMOU9646035,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9646380,MSC ATHENS,31/01/2023 00:00,202305,1,1
BMOU9646550,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9647495,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9648320,MSC VITA,21/01/2023 00:00,202303,1,1
BMOU9649944,MSC ATHENS,31/01/2023 00:00,202305,1,1
BMOU9650441,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
BMOU9650816,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
BMOU9651176,MAERSK DANUBE,22/02/2023 00:00,202308,0,
BMOU9651793,COLD STREAM,30/11/2022 00:00,202248,1,1
BMOU9652850,COLD STREAM,30/11/2022 00:00,202248,1,1
BMOU9655736,COLD STREAM,30/11/2022 00:00,202248,1,1
BMOU9656408,BALTIC SUMMER,14/02/2023 00:00,202307,1,1
BMOU9656579,COLD STREAM,30/11/2022 00:00,202248,0,
BMOU9710284,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
